Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Ma Yuren;5015240;CSX;1932;1990;1990;1990;3;3;0;0;0;4;0;L50240;1932;1940;1999;x
Mao Bingwen;5015241;CSX;1927;1935;1990;1990;2;5;1;1;0;4;0;L50241;1927;1970;1999;x
Miao Peinan;5015242;CSX;1920;1920;1990;1990;2;3;0;0;0;4;0;L50242;1920;1970;1999;x
Mou Zhongheng;5015243;CSX;1932;1990;1990;1990;3;3;0;0;0;4;0;L50243;1932;1970;1999;x
Ou Zhen;5015244;CSX;1935;1936;1947;1990;1;4;0;1;0;3;0;L50244;1935;1969;1999;x
Ou Shounian;5015245;CSX;1931;1939;1990;1990;2;5;0;0;0;3;0;L50245;1931;1957;1999;x
Ba Yunying;5015246;CSX;1938;1990;1990;1990;3;3;0;0;0;4;0;L50246;1938;1970;1999;x
Pan Wenhua;5015247;CSX;1926;1933;1990;1990;2;4;16;1;0;3;0;L50248;1926;1950;1999;x
Pang Hanzhen;5015248;CSX;1926;1990;1990;1990;3;4;0;0;0;4;0;L50249;1926;1937;1999;x
Pang Bingxun;5015249;CSX;1935;1935;1935;1990;1;5;3;1;0;3;0;L50250;1926;1963;1999;x
Pei Changhui;5015250;CSX;1939;1990;1990;1990;3;3;0;0;0;4;0;L50251;1939;1970;1999;x
Peng Shiliang;5015251;CSX;1939;1942;1990;1990;3;4;0;1;0;4;0;L50252;1939;1943;1999;x
Shang Zhen;5015252;CSX;1937;1937;1937;1990;1;4;0;1;0;4;0;L50253;1937;1978;1999;x
Shangguan Yunxiang;5015253;CSX;1939;1941;1990;1990;2;4;0;1;0;4;0;L50254;1939;1969;1999;x
Shao Baichang;5015254;CSX;1940;1942;1990;1990;2;4;4;1;0;4;0;L50255;1940;1981;1999;x
Sheng Zhicai;5015255;CSX;1942;1942;1944;1990;1;5;2;2;0;5;0;L50256;1942;1970;1999;x
Sheng Wen;5015256;CSX;1937;1990;1990;1990;3;3;16;0;0;2;0;L50257;1937;1971;1999;x
Shi Jingting;5015257;CSX;1935;1935;1990;1990;2;4;1;0;0;3;0;L50258;1935;1969;1999;x
Shi Zude;5015258;CSX;1938;1942;1990;1990;2;4;1;1;0;4;0;L50259;1938;1972;1999;x
Shi Yousan;5015259;CSX;1935;1937;1990;1990;2;5;528;1;0;1;0;L50260;1935;1940;1999;x
Su Bingwen;5015260;CSX;1940;1942;1990;1990;2;5;8;1;0;2;0;L50261;1940;1975;1999;x
Su Zuxin;5015261;CSX;1939;1990;1990;1990;3;3;0;0;0;4;0;L50262;1939;1963;1999;x
Sun Zhen;5015262;CSX;1933;1936;1990;1990;2;4;0;1;0;2;0;L50263;1933;1985;1999;x
Sun Chu;5015263;CSX;1937;1937;1990;1990;2;3;0;0;0;4;0;L50264;1937;1962;1999;x
Sun Liren;5015264;CSX;1939;1944;1999;1999;2;6;128;1;0;4;0;L50265;1939;1990;1999;x
Sun Lianzhong;5015265;CSX;1932;1941;1943;1999;1;5;0;2;0;4;0;L50266;1932;1990;1999;x
Sun Mingjin;5015266;CSX;1938;1990;1990;1990;3;3;0;0;0;3;0;L50267;1938;1943;1999;x
Sun Du;5015267;CSX;1922;1927;1990;1990;2;3;0;0;0;4;0;L50268;1922;1967;1999;x
Sun Tongxuan;5015268;CSX;1931;1942;1990;1990;2;4;0;1;0;4;0;L50269;1931;1978;1999;x
Sun Weiru;5015269;CSX;1931;1936;1990;1990;2;4;0;1;0;4;0;L50270;1931;1979;1999;x
Sun Yuanliang;5015270;CSX;1937;1942;2010;2010;2;5;2;1;0;4;0;L50271;1937;2007;2008;x
Sung Zheyuan;5015271;CSX;1936;1936;1938;1990;1;6;0;2;0;4;0;L50272;1936;1940;1999;x
Sung Xilian;5015272;CSX;1938;1999;1999;1999;3;4;2;0;0;4;0;L50273;1938;1993;1999;x
Tai Anlan;5015273;CSX;1939;1990;1990;1990;3;3;4;0;0;4;0;L50274;1939;1970;1999;x
Tai Zhi;5015274;CSX;1937;1990;1990;1990;3;3;0;0;0;4;0;L50275;1937;1945;1999;x
Tai Li;5015275;CSX;1930;1940;1990;1990;2;5;256;1;0;4;0;L50276;1930;1970;1999;x
Tang Juwu;5015276;CSX;1931;1990;1990;1990;3;3;0;0;0;4;0;L50277;1931;1939;1999;x
Tang Enbo;5015277;CSX;1931;1941;1990;1990;2;4;2;1;0;4;0;L50278;1931;1954;1999;x
Tang Huaiyuan;5015278;CSX;1936;1939;1990;1990;2;4;0;1;0;4;0;L50279;1936;1941;1999;x
Tang Shengzhi;5015279;CSX;1926;1929;1932;1935;0;5;528;1;0;1;0;L50280;1926;1970;1999;x
Tang Shizun;5015280;CSX;1923;1935;1990;1990;2;3;0;0;0;3;0;L50281;1923;1950;1999;x
Tao Zhiyue;5015281;CSX;1942;1944;1955;1990;2;5;0;1;0;4;0;L50282;1942;1988;1999;x
Tao Guang;5015282;CSX;1937;1940;1990;1990;2;4;0;1;0;4;0;L50283;1937;1951;1999;x
Deng Xihou;5015283;CSX;1932;1932;1937;1990;1;4;0;1;0;3;0;L50284;1932;1964;1999;x
Deng Baoshan;5015284;CSX;1937;1937;1990;1990;2;4;0;1;0;4;0;L50285;1937;1968;1999;x
Deng Dingyuan;5015285;CSX;1926;1940;1990;1990;3;4;0;1;0;4;0;L50286;1926;1970;1999;x
Tian Zhennan;5015286;CSX;1927;1928;1990;1990;2;4;0;1;0;3;0;L50287;1927;1947;1999;x
Ding Zhipan;5015287;CSX;1937;1941;1990;1990;2;4;4;1;0;3;0;L50288;1937;1988;1999;x
Cai Mengjian;5015288;CSX;1941;1990;1990;1990;3;4;16;0;0;4;0;L50289;1941;1970;1999;x
Cai Tingkai;5015289;CSX;1937;1937;1990;1990;2;5;2;2;0;3;0;L50290;1937;1946;1999;x
Zeng Zesheng;5015290;CSX;1939;1944;1990;1990;2;4;2;0;0;4;0;L50291;1939;1973;1999;x
Qin Lin;5015291;CSX;1930;1990;1990;1990;3;3;0;0;0;4;0;L50292;1930;1937;1999;x
Qin Dechun;5015292;CSX;1932;1932;1942;1990;2;4;1;1;0;4;0;L50293;1932;1963;1999;x
Zou Shaomeng;5015293;CSX;1938;1990;1990;1990;3;3;0;0;0;3;0;L50294;1938;1970;1999;x
Zou Zuohua;5015294;CSX;1941;1943;1990;1990;2;5;4;1;0;3;0;L50295;1941;1970;1999;x
Cun Xingqi;5015296;CSX;1930;1990;1990;1990;3;3;0;0;0;4;0;L50297;1930;1941;1999;x
Du Yuming;5015297;CSX;1937;1944;1990;1990;2;6;4;0;0;4;0;L50298;1937;1981;1999;x
Duan Yun;5015298;CSX;1943;1945;1990;1990;3;6;4;1;0;4;0;L50299;1943;1970;1999;x
Dong Qiwu;5015299;CSX;1937;1990;1990;1990;3;3;0;0;0;4;0;L50300;1935;1989;1999;x
Tong Linge;5015300;CSX;1935;1936;1990;1990;2;5;4;1;0;4;0;L50301;1935;1937;1999;x
Dong Zongshan;5015301;CSX;1939;1990;1990;1990;3;4;1;0;0;4;0;L50302;1939;1970;1999;x
Wu Jingbin;5015302;CSX;1930;1990;1990;1990;3;3;2;1;0;4;0;L50303;1930;1941;1999;x
von Falkenhausen;5015303;CSX;1930;1930;1930;1990;1;7;70;3;0;4;0;L50304;1930;1970;1999;x
Wan Fulin;5015304;CSX;1935;1935;1935;1990;1;4;1;1;0;4;0;L50305;1935;1951;1999;x
Wan Yaohuang;5015305;CSX;1926;1935;1990;1990;2;4;0;1;0;4;0;L50307;1926;1977;1999;x
Wang Zhaozhi;5015306;CSX;1935;1990;1990;1990;3;3;0;0;0;4;0;L50308;1935;1989;1999;x
Wang Jiaben;5015307;CSX;1937;1943;1990;1990;2;4;0;1;0;4;0;L50309;1937;1944;1999;x
Wang Jianyue;5015308;CSX;1932;1990;1990;1990;3;3;0;0;0;4;0;L50310;1932;1944;1999;x
Wang Zhixi;5015309;CSX;1942;1990;1990;1990;3;4;0;0;0;4;0;L50311;1942;1970;1999;x
Wang Jingjiu;5015310;CSX;1931;1942;1990;1990;2;4;0;1;0;4;0;L50312;1931;1964;1999;x
Wang Jingzhi;5015311;CSX;1938;1990;1990;1990;3;3;0;0;0;4;0;L50313;1938;1944;1999;x
Wang Jingguo;5015312;CSX;1937;1937;1990;1990;2;3;2;0;0;3;0;L50314;1937;1952;1999;x
Wang Jingwei;5015313;U87;1930;1930;1930;1990;1;4;1;2;0;5;0;L50315;1936;1970;1999;x
Wang Jun;5015314;CSX;1937;1990;1990;1990;3;4;1;1;0;4;0;L50316;1937;1941;1999;x
Wang Chunhui;5015315;CSX;1943;1990;1990;1990;3;4;256;0;0;4;0;L50317;1943;1970;1999;x
Wang Fengshan;5015316;CSX;1935;1990;1990;1990;3;3;0;0;0;4;0;L50318;1935;1942;1999;x
Wang Yizhe;5015317;CSX;1932;1932;1990;1990;2;4;2;0;0;4;0;L50319;1932;1937;1999;x
Wang Lingji;5015318;CSX;1916;1922;1939;1990;2;4;0;2;0;3;0;L50320;1916;1967;1999;x
Wang Lingyun;5015319;CSX;1937;1942;1990;1990;3;3;0;0;0;3;0;L50321;1937;1968;1999;x
Wang Mingzhang;5015320;CSX;1916;1926;1990;1990;2;3;0;0;0;4;0;L50322;1916;1938;1999;x
Wang Zuanxu;5015321;CSX;1925;1935;1990;1990;2;3;0;0;0;3;0;L50323;1925;1960;1999;x
Wang Dongyuan;5015322;CSX;1927;1930;1999;1999;2;3;0;0;0;4;0;L50324;1927;1997;1999;x
Wang Wanling;5015323;CSX;1926;1990;1990;1990;3;3;0;0;0;4;0;L50325;1926;1946;1999;x
Wang Yaowu;5015324;CSX;1936;1939;1990;1990;2;6;6;1;0;4;0;L50326;1936;1968;1999;x
Wang Yi;5015325;CSX;1926;1990;1990;1990;3;3;1;0;0;4;0;L50327;1926;1948;1999;x
Wei Zhen;5015326;CSX;1943;1945;1990;1990;3;4;0;1;0;4;0;L50328;1943;1973;1999;x
Wei Lihuang;5015327;CSX;1927;1930;1937;1990;1;6;4;2;0;4;0;L50329;1927;1960;1999;x
Wen Qiang;5015328;CSX;1936;1942;2010;2010;2;4;256;0;0;4;0;L50330;1936;2001;2002;x
Wu Jiguang;5015329;CSX;1930;1990;1990;1990;3;3;0;0;0;4;0;L50331;1930;1938;1999;x
Wu Qiwei;5015330;CSX;1927;1932;1990;1990;2;4;0;1;0;4;0;L50332;1927;1953;1999;x
Wu Chuikun;5015331;CSX;1939;1942;1990;1990;3;5;0;1;0;4;0;L50333;1939;1970;1999;x
Wu Peifu;5015332;CSX;1932;1932;1932;1990;1;4;513;1;0;2;0;L50334;1932;1939;1999;x
Wu Shaozhou;5015333;CSX;1930;1990;1990;1990;3;3;0;0;0;4;0;L50335;1930;1966;1999;x
Wu Shimin;5015334;CSX;1935;1939;1990;1990;3;3;0;0;0;4;0;L50336;1935;1941;1999;x
Yang Aiyuan;5015335;CSX;1937;1937;1938;1990;1;6;516;1;0;3;0;L50337;1937;1959;1999;x
Yang Jie;5015336;CSX;1916;1990;1990;1990;3;3;0;0;0;4;0;L50338;1916;1937;1999;x
Yang Hu;5015337;CSX;1937;1945;1990;1990;2;4;0;0;0;4;0;L50339;1937;1966;1999;x
Yang Hucheng;5015338;CSX;1938;1939;1940;1990;1;5;0;1;0;1;0;L50340;1938;1949;1999;x
Yang Botao;5015339;CSX;1932;1990;1990;1990;3;3;4;0;0;4;0;L50341;1932;1948;1999;x
Yang Bufei;5015340;CSX;1932;1938;1990;1990;2;4;128;1;0;4;0;L50342;1932;1962;1999;x
Yang Sen;5015341;CSX;1926;1933;1938;1990;1;5;0;2;0;3;0;L50343;1926;1977;1999;x
Yang Wei;5015342;CSX;1938;1990;1990;1990;3;4;256;0;0;4;0;L50344;1938;1970;1999;x
Yao Zhongying;5015343;CSX;1925;1990;1990;1990;3;3;0;0;0;4;0;L50345;1925;1938;1999;x
Ye Cheng;5015344;CSX;1930;1990;1990;1990;3;3;0;0;0;4;0;L50346;1930;1949;1999;x
Ye Peigao;5015345;CSX;1937;1990;1990;1990;3;3;0;0;0;4;0;L50347;1937;1987;1999;x
Yan Xishan;5015346;CSX;1937;1937;1938;1940;0;5;2;3;0;2;0;L50348;1937;1960;1999;x
Yi Anhua;5015347;CSX;1932;1990;1990;1990;3;3;0;0;0;4;0;L50349;1932;1938;1999;x
Yol Bars;5015348;CSX;1930;1990;1990;1990;3;6;16;0;0;4;0;L50350;1930;1940;1999;x
Yu Chengwan;5015349;CSX;1938;1947;1990;1990;2;3;0;0;0;4;0;L50351;1938;1955;1999;x
Yu Jishi;5015350;CSX;1937;1939;1990;1990;2;6;4;1;0;4;0;L50352;1937;1946;1999;x
Yuzhi Fenggang;5015351;CSX;1939;1941;1946;1990;2;6;16;3;0;4;0;L50353;1939;1970;1999;x
Chen Ce;5015352;CSX;1930;1930;1990;1990;2;3;2048;0;0;4;1;L50354;1930;1970;1999;x
Chen Jiliang;5015353;CSX;1938;1940;1990;1990;2;4;0;1;0;3;1;L50355;1938;1970;1999;x
Chen Shaokuan;5015354;CSX;1930;1930;1930;1930;0;3;0;1;0;3;1;L50356;1930;1970;1999;x
Ji Zhangjian;5015355;CSX;1939;1999;1999;1999;3;3;0;0;0;4;1;L50357;1939;1992;1999;x
Xu Zushan;5015356;CSX;1930;1990;1990;1990;3;3;0;0;0;4;1;L50358;1930;1941;1999;x
Gao Xianshen;5015357;CSX;1940;1990;1990;1990;3;3;0;0;0;4;1;L50359;1940;1970;1999;x
Gui Yongqing;5015358;CSX;1941;1943;1990;1990;2;4;0;1;0;4;1;L50360;1941;1954;1999;x
Liu Yonggao;5015359;CSX;1930;1938;1990;1990;2;6;1536;1;0;4;1;L50361;1930;1970;1999;x
Ouyang Ge;5015360;CSX;1940;1943;1990;1990;2;4;0;1;0;4;1;L50362;1940;1970;1999;x
Sa Shijun;5015361;CSX;1930;1990;1990;1990;3;3;0;0;0;4;1;L50363;1930;1941;1999;x
Shen Honglie;5015362;CSX;1940;1941;1943;1990;3;5;0;2;0;4;1;L50364;1940;1960;1999;x
Zeng Yiding;5015363;CSX;1943;1990;1990;1990;3;3;0;0;0;3;1;L50365;1943;1970;1999;x
Wang Shouting;5015364;CSX;1930;1990;1990;1990;3;4;4608;1;0;4;1;L50366;1930;1970;1999;x
Zhang Tingmeng;5015365;CSX;1942;1990;1990;1990;3;3;0;0;0;4;2;L50367;1942;1970;1999;x
Chen Qixia;5015366;CSX;1941;1990;1990;1990;3;3;65536;0;0;4;2;L50368;1941;1946;1999;x
Chen Qingyun;5015367;CSX;1924;1990;1990;1990;3;3;0;0;0;4;2;L50369;1924;1981;1999;x
Chennault;5015368;CSX;1930;1930;1990;1990;2;5;8192;2;0;4;2;L50370;1930;1958;1999;x
Chen Ruitian;5015369;CSX;1930;1990;1990;1990;3;3;0;0;0;4;2;L50371;1930;1943;1999;x
Zhou Zhirou;5015370;CSX;1933;1940;1990;1990;2;4;0;1;0;4;2;L50372;1933;1986;1999;x
Xu Huansheng;5015371;CSX;1938;1940;1990;1990;2;3;32768;1;0;4;2;L50373;1938;1970;1999;x
Huang Guangrui;5015372;CSX;1923;1990;1990;1990;3;3;0;0;0;4;2;L50374;1923;1986;1999;x
Huang Bingheng;5015373;CSX;1937;1944;1990;1990;3;4;0;1;0;4;2;L50375;1937;1989;1999;x
Gao Zhihang;5015374;CSX;1936;1990;1990;1990;3;5;4096;0;0;5;2;L50376;1936;1938;1999;x
Khryukin;5015375;CSX;1930;1930;1990;1990;2;5;16384;0;0;3;2;L50377;1930;1970;1999;x
Li Guidan;5015376;CSX;1930;1990;1990;1990;3;3;0;0;0;4;2;L50378;1930;1942;1999;x
Liang Tiancheng;5015377;CSX;1930;1939;1990;1990;2;4;4096;1;0;4;2;L50379;1930;1970;1999;x
Liu Guoyun;5015378;CSX;1936;1990;1990;1990;3;3;0;0;0;4;2;L50380;1936;1938;1999;x
Liu Muqun;5015379;CSX;1942;1990;1990;1990;3;4;0;0;0;4;2;L50381;1942;1970;1999;x
Liu Zhesheng;5015380;CSX;1944;1990;1990;1990;3;4;4096;0;0;4;2;L50382;1944;1970;1999;x
Liu Cuigang;5015381;CSX;1930;1990;1990;1990;3;4;4096;0;0;4;2;L50383;1930;1941;1999;x
Mao Bangchu;5015382;CSX;1936;1941;1990;1990;2;3;0;0;0;4;2;L50384;1938;1987;1999;x
Qian Dajun;5015383;CSX;1932;1938;1941;1990;1;4;0;2;0;4;2;L50385;1932;1982;1999;x
Wang Guangfu;5015384;CSX;1941;1990;1990;1990;3;4;0;0;0;4;2;L50386;1941;1970;1999;x
Wang Tianxiang;5015385;CSX;1930;1990;1990;1990;3;3;8192;0;0;4;2;L50387;1930;1941;1999;x
Yue Yiqin;5015386;CSX;1939;1941;1990;1990;3;5;131072;1;0;4;2;L50388;1939;1970;1999;x
Li Shijia;5015387;CSX;1930;1939;1990;1990;2;3;4096;1;0;5;1;L50389;1930;1979;1999;x
Pai Chung-hsi;5015388;CSX;1917;1923;1927;1990;1;8;20;4;0;3;0;L50247;1917;1930;1999;x
Li Tsung-jen;5015389;CSX;1923;1927;1990;1990;1;6;18;3;0;4;0;L50186;1923;1930;1999;x
Li Fulin;5015390;CSX;1926;1932;1990;1990;2;4;0;2;0;4;0;7757;1926;1952;1999;x
Wan Shijiong;5015391;CSX;1938;1950;1999;1999;3;3;0;0;0;4;0;7758;1938;1991;1999;x
Yang Yanchang;5015392;CSX;1917;1925;1990;1990;3;4;513;1;0;5;0;7759;1917;1950;1999;x
Wu Tiecheng;5015393;CSX;1926;1933;1990;1990;3;2;0;0;0;4;0;7760;1926;1953;1999;x
Yu Xuezhong;5015394;CSX;1937;1937;1938;1990;1;4;0;2;0;4;0;7761;1937;1964;1999;x
Li Suchun;5015395;CSX;1936;1936;1990;1990;3;2;0;0;0;4;0;7762;1936;1942;1999;x
Wang Lingyun;5015396;CSX;1930;1942;1990;1990;2;4;0;1;0;4;0;7763;1930;1968;1999;x
Yu Zhenhe;5015397;CSX;1930;1939;1990;1990;2;3;0;1;0;4;0;7764;1930;1985;1999;x
Belchurkin;605001;CSX;1930;1930;1990;1990;2;2;514;1;0;5;0;L503000;1930;1960;1999;x
Fu Zuoyi;605002;CSX;1930;1930;1942;1990;1;4;128;1;0;3;0;L50085;1930;1960;1999;x
Kernichek;605003;CSX;1930;1990;1990;1990;3;2;1;0;0;5;0;L503002;1930;1960;1999;x
Li Fuying;605004;CSX;1930;1940;1942;1990;2;3;0;2;0;4;0;L50174;1930;1960;1999;x
Peng Ziqin;605005;CSX;1930;1990;1990;1990;3;3;8;0;0;5;0;L503004;1930;1960;1999;x
Rudin;605006;CSX;1930;1990;1990;1990;3;2;128;0;0;5;0;L503005;1930;1960;1999;x
Rymakov;605007;CSX;1930;1990;1990;1990;3;2;256;0;0;5;0;L503006;1930;1960;1999;x
Shang Zhen;605008;CSX;1930;1938;1990;1990;3;2;1;1;0;5;0;L503007;1930;1960;1999;x
Shi Zibo;605009;CSX;1930;1938;1990;1990;2;3;0;1;0;5;0;L503008;1930;1960;1999;x
Dong Qiwu;605010;CSX;1938;1990;1990;1990;3;2;0;0;0;4;0;L50300;1938;1960;1999;x
Wang Jingguo;605011;CSX;1930;1930;1990;1990;2;2;2;0;0;3;0;L50314;1930;1943;1999;x
Yan Xishan;605012;CSX;1930;1930;1938;1940;0;3;2;2;0;5;0;948;1930;1960;1999;x
Krolcheff;605013;CSX;1930;1930;1990;1990;2;2;0;0;0;5;1;L503012;1930;1960;1999;x
Rymakov;605014;CSX;1930;1990;1990;1990;3;2;0;0;0;5;1;L503006;1930;1960;1999;x
Yan Xishan;605015;CSX;1930;1930;1938;1990;1;2;0;1;0;5;1;948;1930;1960;1999;x
Groszchivili;605016;CSX;1930;1939;1990;1990;2;2;0;1;0;5;2;L503015;1930;1960;1999;x
Piryakin;605017;CSX;1930;1990;1990;1990;3;2;4096;0;0;5;2;L503016;1930;1960;1999;x
Yan Xishan;605018;CSX;1930;1930;1938;1990;1;2;0;1;0;5;2;948;1930;1960;1999;x
Deng Yugui;605021;CSX;1931;1943;1990;1990;3;2;0;1;0;4;0;unknownleader;1931;1967;1999;x
Feng Pengzhu;605022;CSX;1929;1932;1990;1990;2;2;0;1;0;4;0;unknownleader;1929;1944;1999;x
Hou Shouchang;605023;CSX;1931;1937;1990;1990;2;2;0;1;0;4;0;unknownleader;1931;1968;1999;x
Huo Yuanbi;605024;CSX;1929;1937;1990;1990;3;2;0;0;0;4;0;unknownleader;1929;1959;1999;x
Kong Lingxun;605025;CSX;1931;1937;1990;1990;2;3;0;1;0;4;0;6302;1931;1955;1999;x
Kong Lingxun;605026;CSX;1937;1990;1990;1990;2;2;0;1;0;4;2;6302;1937;1955;1999;x
Li Jiansan;605027;CSX;1935;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1935;1970;1999;x
Li Lebin;605028;CSX;1936;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1936;1968;1999;x
Li Runfa;605029;CSX;1930;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1930;1970;1999;x
Li Shengda;605030;CSX;1927;1928;1990;1990;2;4;0;1;0;4;0;unknownleader;1927;1936;1999;x
Li Shimao;605031;CSX;1928;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1928;1967;1999;x
Li Tingxiu;605032;CSX;1930;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1930;1970;1999;x
Liu Guangduo;605033;CSX;1936;1938;1990;1990;3;3;0;1;0;4;0;unknownleader;1936;1966;1999;x
Liu Jiaqing;605034;CSX;1933;1990;1990;1990;3;2;1;0;0;4;0;unknownleader;1933;1953;1999;x
Liu Zhonggan;605035;CSX;1931;1937;1990;1990;3;2;0;1;0;4;0;unknownleader;1931;1989;1999;x
Liu Zongkuan;605036;CSX;1934;1990;1990;1990;3;2;0;0;0;4;0;6303;1934;1992;1999;x
Li Xingzhong;605037;CSX;1937;1939;1990;1990;3;2;0;0;0;4;0;6304;1937;1962;1999;x
Lu Ruji;605038;CSX;1931;1990;1990;1990;3;4;0;1;0;4;0;unknownleader;1931;1976;1999;x
Shi Yanmao;605039;CSX;1933;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1933;1974;1999;x
Tai Shoumin;605040;CSX;1924;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1924;1970;1999;x
Tian Xiuzhang;605041;CSX;1935;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1935;1950;1999;x
Xie Lian;605042;CSX;1926;1936;1990;1990;3;3;0;1;0;4;0;unknownleader;1926;1952;1999;x
Yang Chengyan;605043;CSX;1927;1930;1990;1990;3;2;0;0;0;4;0;unknownleader;1927;1970;1999;x
Yang Shiyuan;605044;CSX;1926;1927;1990;1990;2;2;0;1;0;4;0;unknownleader;1926;1951;1999;x
Yang Weiyuan;605045;CSX;1937;1990;1990;1990;3;3;0;1;0;4;0;unknownleader;1937;1988;1999;x
Yang Yaofang;605046;CSX;1930;1935;1990;1990;3;3;0;1;0;4;0;unknownleader;1930;1978;1999;x
Yang Zhaolin;605047;CSX;1936;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1936;1970;1999;x
Yao Beichen;605048;CSX;1931;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1931;1953;1999;x
Ye Qijie;605049;CSX;1929;1934;1990;1990;2;3;0;1;0;4;0;unknownleader;1929;1978;1999;x
Yu Fanggao;605050;CSX;1931;1937;1990;1990;2;3;0;1;0;4;0;unknownleader;1931;1981;1999;x
Zhang Huizhao;605051;CSX;1926;1930;1990;1990;2;2;0;1;0;4;0;unknownleader;1926;1956;1999;x
Zhang Peimei;605052;CSX;1917;1924;1990;1990;2;2;0;1;0;4;0;6305;1917;1938;1999;x
Zhang Shuzhi;605053;CSX;1912;1936;1990;1990;2;2;512;1;0;4;0;unknownleader;1912;1946;1999;x
Zhang Yinwu;605054;CSX;1926;1927;1990;1990;3;3;0;1;0;4;0;unknownleader;1926;1949;1999;x
Zhang Zhixing;605055;CSX;1929;1938;1990;1990;3;2;17;1;0;4;0;6306;1929;1994;1999;x
Zuo Shiyun;605056;CSX;1939;1943;1990;1990;3;3;16;1;0;4;0;unknownleader;1939;1960;1999;x
